Call Type,Call Date,Dispatch DtTm,On Scene DtTm,Dispatch to On Scene duration,Neighborhooods - Analysis Boundaries
Medical Incident,02/26/2019,02/26/2019 9:05:59 AM,02/26/2019 9:12:54 AM,6,Financial District/South Beach
Medical Incident,12/18/2018,12/18/2018 10:52:57 AM,12/18/2018 10:59:52 AM,6,Financial District/South Beach
Medical Incident,01/14/2019,01/14/2019 2:27:29 PM,01/14/2019 2:34:24 PM,6,Financial District/South Beach
Medical Incident,01/19/2019,01/19/2019 4:48:06 PM,01/19/2019 4:55:01 PM,6,Financial District/South Beach
Medical Incident,02/02/2019,02/02/2019 2:53:38 AM,02/02/2019 3:00:33 AM,6,Financial District/South Beach
Medical Incident,01/26/2019,01/26/2019 7:38:24 PM,01/26/2019 7:45:20 PM,6,Financial District/South Beach
Medical Incident,02/27/2019,02/27/2019 10:04:47 AM,02/27/2019 10:11:43 AM,6,Financial District/South Beach
Medical Incident,02/23/2019,02/23/2019 6:48:21 PM,02/23/2019 6:55:17 PM,6,Financial District/South Beach
Medical Incident,01/18/2019,01/18/2019 1:39:26 PM,01/18/2019 1:46:23 PM,6,Financial District/South Beach
Medical Incident,12/08/2018,12/08/2018 1:12:48 PM,12/08/2018 1:19:45 PM,6,Financial District/South Beach
Medical Incident,02/05/2019,02/05/2019 7:31:17 PM,02/05/2019 7:38:14 PM,6,Financial District/South Beach
Medical Incident,02/17/2019,02/17/2019 11:45:35 PM,02/17/2019 11:52:32 PM,6,Financial District/South Beach
Medical Incident,02/23/2019,02/23/2019 12:37:40 PM,02/23/2019 12:44:37 PM,6,Financial District/South Beach
Medical Incident,02/26/2019,02/26/2019 9:38:47 AM,02/26/2019 9:45:44 AM,6,Financial District/South Beach
Medical Incident,02/16/2019,02/16/2019 10:08:19 PM,02/16/2019 10:15:17 PM,6,Financial District/South Beach
Medical Incident,01/18/2019,01/18/2019 11:25:40 AM,01/18/2019 11:32:39 AM,6,Financial District/South Beach
Medical Incident,01/28/2019,01/28/2019 10:37:43 PM,01/28/2019 10:44:42 PM,6,Financial District/South Beach
Medical Incident,12/10/2018,12/10/2018 3:42:15 AM,12/10/2018 3:49:14 AM,6,Financial District/South Beach
Medical Incident,02/26/2019,02/26/2019 10:33:45 PM,02/26/2019 10:40:44 PM,6,Financial District/South Beach
Medical Incident,01/22/2019,01/22/2019 2:04:20 PM,01/22/2019 2:11:20 PM,7,Financial District/South Beach
Medical Incident,02/22/2019,02/22/2019 1:41:52 PM,02/22/2019 1:48:52 PM,7,Financial District/South Beach
Medical Incident,02/27/2019,02/27/2019 7:40:16 PM,02/27/2019 7:47:16 PM,7,Financial District/South Beach
Medical Incident,01/31/2019,01/31/2019 2:04:48 PM,01/31/2019 2:11:49 PM,7,Financial District/South Beach
Medical Incident,12/14/2018,12/14/2018 10:22:35 PM,12/14/2018 10:29:36 PM,7,Financial District/South Beach
Medical Incident,12/29/2018,12/29/2018 12:04:20 PM,12/29/2018 12:11:21 PM,7,Financial District/South Beach
Medical Incident,02/06/2019,02/06/2019 4:02:23 PM,02/06/2019 4:09:24 PM,7,Financial District/South Beach
Medical Incident,01/15/2019,01/15/2019 12:13:58 PM,01/15/2019 12:21:00 PM,7,Financial District/South Beach
Medical Incident,02/01/2019,02/01/2019 5:54:18 PM,02/01/2019 6:01:20 PM,7,Financial District/South Beach
Medical Incident,02/26/2019,02/26/2019 9:37:03 AM,02/26/2019 9:44:05 AM,7,Financial District/South Beach
Medical Incident,01/31/2019,01/31/2019 7:17:13 AM,01/31/2019 7:24:16 AM,7,Financial District/South Beach
Medical Incident,02/14/2019,02/14/2019 7:19:55 PM,02/14/2019 7:26:58 PM,7,Financial District/South Beach
Medical Incident,01/03/2019,01/03/2019 1:16:48 AM,01/03/2019 1:23:52 AM,7,Financial District/South Beach
Medical Incident,02/25/2019,02/25/2019 1:45:18 AM,02/25/2019 1:52:22 AM,7,Financial District/South Beach
Medical Incident,01/06/2019,01/06/2019 10:16:43 AM,01/06/2019 10:23:48 AM,7,Financial District/South Beach
Medical Incident,01/12/2019,01/12/2019 8:00:50 PM,01/12/2019 8:07:55 PM,7,Financial District/South Beach
Medical Incident,02/09/2019,02/09/2019 8:37:10 AM,02/09/2019 8:44:15 AM,7,Financial District/South Beach
Medical Incident,02/14/2019,02/14/2019 7:37:22 AM,02/14/2019 7:44:27 AM,7,Financial District/South Beach
Medical Incident,12/09/2018,12/09/2018 11:25:52 AM,12/09/2018 11:32:58 AM,7,Financial District/South Beach
Medical Incident,12/23/2018,12/23/2018 3:33:04 AM,12/23/2018 3:40:10 AM,7,Financial District/South Beach
Medical Incident,02/21/2019,02/21/2019 2:05:29 AM,02/21/2019 2:12:35 AM,7,Financial District/South Beach
Medical Incident,01/13/2019,01/13/2019 6:00:49 AM,01/13/2019 6:07:56 AM,7,Financial District/South Beach
Medical Incident,01/18/2019,01/18/2019 2:34:05 AM,01/18/2019 2:41:12 AM,7,Financial District/South Beach
Medical Incident,02/22/2019,02/22/2019 10:40:17 PM,02/22/2019 10:47:24 PM,7,Financial District/South Beach
Medical Incident,02/08/2019,02/08/2019 10:43:23 AM,02/08/2019 10:50:30 AM,7,Financial District/South Beach
Medical Incident,12/23/2018,12/23/2018 1:38:32 AM,12/23/2018 1:45:40 AM,7,Financial District/South Beach
Medical Incident,01/07/2019,01/07/2019 3:15:16 PM,01/07/2019 3:22:24 PM,7,Financial District/South Beach
Medical Incident,01/17/2019,01/17/2019 5:35:26 PM,01/17/2019 5:42:34 PM,7,Financial District/South Beach
Medical Incident,01/28/2019,01/28/2019 6:04:12 PM,01/28/2019 6:11:20 PM,7,Financial District/South Beach
Medical Incident,02/20/2019,02/20/2019 8:21:01 AM,02/20/2019 8:28:09 AM,7,Financial District/South Beach
Medical Incident,02/25/2019,02/25/2019 9:01:31 PM,02/25/2019 9:08:39 PM,7,Financial District/South Beach
Medical Incident,12/01/2018,12/01/2018 1:41:18 AM,12/01/2018 1:48:27 AM,7,Financial District/South Beach
Medical Incident,12/11/2018,12/11/2018 12:15:56 PM,12/11/2018 12:23:05 PM,7,Financial District/South Beach
Medical Incident,12/04/2018,12/04/2018 12:39:13 PM,12/04/2018 12:46:22 PM,7,Financial District/South Beach
Medical Incident,02/14/2019,02/14/2019 6:28:48 PM,02/14/2019 6:35:57 PM,7,Financial District/South Beach
Medical Incident,02/24/2019,02/24/2019 7:52:26 AM,02/24/2019 7:59:35 AM,7,Financial District/South Beach
Medical Incident,02/25/2019,02/25/2019 10:00:41 AM,02/25/2019 10:07:50 AM,7,Financial District/South Beach
Medical Incident,12/02/2018,12/02/2018 8:52:23 PM,12/02/2018 8:59:33 PM,7,Financial District/South Beach
Medical Incident,01/15/2019,01/15/2019 11:55:25 AM,01/15/2019 12:02:35 PM,7,Financial District/South Beach
Medical Incident,02/14/2019,02/14/2019 7:15:07 AM,02/14/2019 7:22:17 AM,7,Financial District/South Beach
Medical Incident,12/01/2018,12/01/2018 9:11:54 PM,12/01/2018 9:19:04 PM,7,Financial District/South Beach
Medical Incident,12/31/2018,12/31/2018 11:13:11 PM,12/31/2018 11:20:22 PM,7,Financial District/South Beach
Medical Incident,12/27/2018,12/27/2018 10:25:50 AM,12/27/2018 10:33:01 AM,7,Financial District/South Beach
Medical Incident,01/17/2019,01/17/2019 9:54:16 AM,01/17/2019 10:01:27 AM,7,Financial District/South Beach
Medical Incident,01/30/2019,01/30/2019 12:28:14 PM,01/30/2019 12:35:25 PM,7,Financial District/South Beach
Medical Incident,02/13/2019,02/13/2019 9:32:55 PM,02/13/2019 9:40:08 PM,7,Financial District/South Beach
Medical Incident,02/21/2019,02/21/2019 3:35:11 PM,02/21/2019 3:42:24 PM,7,Financial District/South Beach
Medical Incident,02/24/2019,02/24/2019 9:43:07 PM,02/24/2019 9:50:20 PM,7,Financial District/South Beach
Medical Incident,12/05/2018,12/05/2018 11:50:12 AM,12/05/2018 11:57:26 AM,7,Financial District/South Beach
Medical Incident,12/02/2018,12/02/2018 10:48:29 AM,12/02/2018 10:55:44 AM,7,Financial District/South Beach
Medical Incident,12/05/2018,12/05/2018 11:31:43 PM,12/05/2018 11:38:58 PM,7,Financial District/South Beach
Medical Incident,01/08/2019,01/08/2019 7:00:04 PM,01/08/2019 7:07:19 PM,7,Financial District/South Beach
Medical Incident,02/14/2019,02/14/2019 5:57:59 AM,02/14/2019 6:05:14 AM,7,Financial District/South Beach
Medical Incident,02/20/2019,02/20/2019 8:21:01 AM,02/20/2019 8:28:16 AM,7,Financial District/South Beach
Medical Incident,12/03/2018,12/03/2018 9:16:18 PM,12/03/2018 9:23:33 PM,7,Financial District/South Beach
Medical Incident,12/07/2018,12/07/2018 8:42:33 AM,12/07/2018 8:49:49 AM,7,Financial District/South Beach
Medical Incident,12/11/2018,12/11/2018 10:37:03 AM,12/11/2018 10:44:19 AM,7,Financial District/South Beach
Medical Incident,12/26/2018,12/26/2018 8:13:39 AM,12/26/2018 8:20:55 AM,7,Financial District/South Beach
Medical Incident,01/24/2019,01/24/2019 12:03:59 PM,01/24/2019 12:11:15 PM,7,Financial District/South Beach
Medical Incident,01/26/2019,01/26/2019 4:02:10 PM,01/26/2019 4:09:26 PM,7,Financial District/South Beach
Medical Incident,02/28/2019,02/28/2019 2:34:41 PM,02/28/2019 2:41:58 PM,7,Financial District/South Beach
Medical Incident,12/02/2018,12/02/2018 10:48:29 AM,12/02/2018 10:55:47 AM,7,Financial District/South Beach
Medical Incident,01/20/2019,01/20/2019 8:31:11 AM,01/20/2019 8:38:29 AM,7,Financial District/South Beach
Medical Incident,01/28/2019,01/28/2019 12:03:54 AM,01/28/2019 12:11:12 AM,7,Financial District/South Beach
Medical Incident,01/31/2019,01/31/2019 7:54:40 AM,01/31/2019 8:01:59 AM,7,Financial District/South Beach
Medical Incident,12/11/2018,12/11/2018 2:15:16 PM,12/11/2018 2:22:36 PM,7,Financial District/South Beach
Medical Incident,02/10/2019,02/10/2019 1:08:07 AM,02/10/2019 1:15:27 AM,7,Financial District/South Beach
Medical Incident,02/15/2019,02/15/2019 7:35:51 AM,02/15/2019 7:43:11 AM,7,Financial District/South Beach
Medical Incident,12/19/2018,12/19/2018 5:17:43 PM,12/19/2018 5:25:04 PM,7,Financial District/South Beach
Medical Incident,01/17/2019,01/17/2019 9:23:47 AM,01/17/2019 9:31:08 AM,7,Financial District/South Beach
Medical Incident,12/30/2018,12/30/2018 4:28:46 AM,12/30/2018 4:36:08 AM,7,Financial District/South Beach
Medical Incident,12/11/2018,12/11/2018 11:00:02 AM,12/11/2018 11:07:24 AM,7,Financial District/South Beach
Medical Incident,02/13/2019,02/13/2019 1:03:56 AM,02/13/2019 1:11:19 AM,7,Financial District/South Beach
Medical Incident,12/18/2018,12/18/2018 1:26:24 AM,12/18/2018 1:33:47 AM,7,Financial District/South Beach
Medical Incident,01/01/2019,01/01/2019 2:26:57 AM,01/01/2019 2:34:20 AM,7,Financial District/South Beach
Medical Incident,02/12/2019,02/12/2019 5:55:36 PM,02/12/2019 6:03:00 PM,7,Financial District/South Beach
Medical Incident,02/19/2019,02/19/2019 9:07:59 AM,02/19/2019 9:15:23 AM,7,Financial District/South Beach
Medical Incident,12/14/2018,12/14/2018 10:19:12 PM,12/14/2018 10:26:37 PM,7,Financial District/South Beach
Medical Incident,02/10/2019,02/10/2019 3:32:17 PM,02/10/2019 3:39:42 PM,7,Financial District/South Beach
Medical Incident,02/14/2019,02/14/2019 7:44:35 AM,02/14/2019 7:52:00 AM,7,Financial District/South Beach
Medical Incident,02/27/2019,02/27/2019 6:03:01 PM,02/27/2019 6:10:26 PM,7,Financial District/South Beach
Medical Incident,12/06/2018,12/06/2018 10:06:14 AM,12/06/2018 10:13:39 AM,7,Financial District/South Beach
Medical Incident,02/02/2019,02/02/2019 1:31:15 PM,02/02/2019 1:38:40 PM,7,Financial District/South Beach
Medical Incident,02/07/2019,02/07/2019 1:48:11 PM,02/07/2019 1:55:36 PM,7,Financial District/South Beach
Medical Incident,12/13/2018,12/13/2018 10:15:44 PM,12/13/2018 10:23:10 PM,7,Financial District/South Beach
Medical Incident,01/06/2019,01/06/2019 3:40:16 PM,01/06/2019 3:47:42 PM,7,Financial District/South Beach
Medical Incident,02/26/2019,02/26/2019 4:47:26 PM,02/26/2019 4:54:52 PM,7,Financial District/South Beach
Medical Incident,12/03/2018,12/03/2018 12:19:16 AM,12/03/2018 12:26:43 AM,7,Financial District/South Beach
Medical Incident,12/19/2018,12/19/2018 2:57:46 AM,12/19/2018 3:05:13 AM,7,Financial District/South Beach
Medical Incident,12/17/2018,12/17/2018 11:22:38 PM,12/17/2018 11:30:06 PM,7,Financial District/South Beach
Medical Incident,01/01/2019,01/01/2019 2:10:08 AM,01/01/2019 2:17:36 AM,7,Financial District/South Beach
Medical Incident,02/03/2019,02/03/2019 7:14:40 PM,02/03/2019 7:22:08 PM,7,Financial District/South Beach
Medical Incident,02/12/2019,02/12/2019 5:55:36 PM,02/12/2019 6:03:04 PM,7,Financial District/South Beach
Medical Incident,02/19/2019,02/19/2019 8:53:18 PM,02/19/2019 9:00:46 PM,7,Financial District/South Beach
Medical Incident,12/03/2018,12/03/2018 2:23:26 PM,12/03/2018 2:30:55 PM,7,Financial District/South Beach
Medical Incident,12/06/2018,12/06/2018 5:21:28 PM,12/06/2018 5:28:57 PM,7,Financial District/South Beach
Medical Incident,01/19/2019,01/19/2019 11:36:51 PM,01/19/2019 11:44:21 PM,7,Financial District/South Beach
Medical Incident,12/16/2018,12/16/2018 5:11:30 AM,12/16/2018 5:19:00 AM,7,Financial District/South Beach
Medical Incident,12/20/2018,12/20/2018 5:59:12 AM,12/20/2018 6:06:42 AM,7,Financial District/South Beach
Medical Incident,01/17/2019,01/17/2019 11:38:00 PM,01/17/2019 11:45:30 PM,7,Financial District/South Beach
Medical Incident,12/30/2018,12/30/2018 1:04:23 AM,12/30/2018 1:11:54 AM,7,Financial District/South Beach
Medical Incident,12/25/2018,12/25/2018 9:51:26 PM,12/25/2018 9:58:57 PM,7,Financial District/South Beach
Medical Incident,02/06/2019,02/06/2019 11:13:28 PM,02/06/2019 11:20:59 PM,7,Financial District/South Beach
Medical Incident,02/22/2019,02/22/2019 3:18:54 AM,02/22/2019 3:26:25 AM,7,Financial District/South Beach
Medical Incident,12/27/2018,12/27/2018 10:25:50 AM,12/27/2018 10:33:22 AM,7,Financial District/South Beach
Medical Incident,01/04/2019,01/04/2019 12:44:23 PM,01/04/2019 12:51:55 PM,7,Financial District/South Beach
Medical Incident,01/18/2019,01/18/2019 12:44:05 AM,01/18/2019 12:51:37 AM,7,Financial District/South Beach
Medical Incident,02/15/2019,02/15/2019 3:48:28 PM,02/15/2019 3:56:01 PM,7,Financial District/South Beach
Medical Incident,02/04/2019,02/04/2019 12:11:42 PM,02/04/2019 12:19:15 PM,7,Financial District/South Beach
Medical Incident,12/02/2018,12/02/2018 2:10:13 PM,12/02/2018 2:17:47 PM,7,Financial District/South Beach
Medical Incident,12/30/2018,12/30/2018 9:07:22 AM,12/30/2018 9:14:56 AM,7,Financial District/South Beach
Medical Incident,01/28/2019,01/28/2019 9:02:58 PM,01/28/2019 9:10:32 PM,7,Financial District/South Beach
Medical Incident,02/23/2019,02/23/2019 9:47:54 PM,02/23/2019 9:55:28 PM,7,Financial District/South Beach
Medical Incident,12/13/2018,12/13/2018 12:35:10 PM,12/13/2018 12:42:44 PM,7,Financial District/South Beach
Medical Incident,01/02/2019,01/02/2019 4:24:14 PM,01/02/2019 4:31:49 PM,7,Financial District/South Beach
Medical Incident,12/03/2018,12/03/2018 11:22:47 AM,12/03/2018 11:30:22 AM,7,Financial District/South Beach
Medical Incident,12/03/2018,12/03/2018 9:16:18 PM,12/03/2018 9:23:53 PM,7,Financial District/South Beach
Medical Incident,01/29/2019,01/29/2019 7:26:06 AM,01/29/2019 7:33:41 AM,7,Financial District/South Beach
Medical Incident,02/05/2019,02/05/2019 9:23:46 PM,02/05/2019 9:31:21 PM,7,Financial District/South Beach
Medical Incident,02/11/2019,02/11/2019 9:23:08 AM,02/11/2019 9:30:43 AM,7,Financial District/South Beach
Medical Incident,02/24/2019,02/24/2019 4:56:05 AM,02/24/2019 5:03:40 AM,7,Financial District/South Beach
Medical Incident,01/25/2019,01/25/2019 9:14:23 PM,01/25/2019 9:21:59 PM,7,Financial District/South Beach
Medical Incident,12/13/2018,12/13/2018 12:28:17 PM,12/13/2018 12:35:54 PM,7,Financial District/South Beach
Medical Incident,12/31/2018,12/31/2018 9:01:21 AM,12/31/2018 9:08:59 AM,7,Financial District/South Beach
Medical Incident,02/22/2019,02/22/2019 2:57:20 PM,02/22/2019 3:04:58 PM,7,Financial District/South Beach
Medical Incident,12/08/2018,12/08/2018 1:45:31 AM,12/08/2018 1:53:10 AM,7,Financial District/South Beach
Medical Incident,12/09/2018,12/09/2018 11:32:42 AM,12/09/2018 11:40:21 AM,7,Financial District/South Beach
Medical Incident,01/13/2019,01/13/2019 3:53:18 AM,01/13/2019 4:00:58 AM,7,Financial District/South Beach
Medical Incident,12/19/2018,12/19/2018 2:32:48 PM,12/19/2018 2:40:29 PM,7,Financial District/South Beach
Medical Incident,01/31/2019,01/31/2019 12:40:08 PM,01/31/2019 12:47:49 PM,7,Financial District/South Beach
Medical Incident,12/14/2018,12/14/2018 3:17:42 PM,12/14/2018 3:25:23 PM,7,Financial District/South Beach
Medical Incident,02/03/2019,02/03/2019 10:41:34 AM,02/03/2019 10:49:15 AM,7,Financial District/South Beach
Medical Incident,02/16/2019,02/16/2019 2:36:06 AM,02/16/2019 2:43:47 AM,7,Financial District/South Beach
Medical Incident,12/03/2018,12/03/2018 7:30:11 AM,12/03/2018 7:37:53 AM,7,Financial District/South Beach
Medical Incident,12/27/2018,12/27/2018 9:43:05 AM,12/27/2018 9:50:47 AM,7,Financial District/South Beach
Medical Incident,02/17/2019,02/17/2019 11:45:00 PM,02/17/2019 11:52:43 PM,7,Financial District/South Beach
Medical Incident,12/27/2018,12/27/2018 9:42:07 AM,12/27/2018 9:49:50 AM,7,Financial District/South Beach
Medical Incident,02/05/2019,02/05/2019 8:20:53 PM,02/05/2019 8:28:36 PM,7,Financial District/South Beach
Medical Incident,02/13/2019,02/13/2019 5:28:21 AM,02/13/2019 5:36:04 AM,7,Financial District/South Beach
Medical Incident,01/25/2019,01/25/2019 8:17:10 AM,01/25/2019 8:24:54 AM,7,Financial District/South Beach
Medical Incident,01/27/2019,01/27/2019 8:02:49 PM,01/27/2019 8:10:33 PM,7,Financial District/South Beach
Medical Incident,12/05/2018,12/05/2018 3:59:52 AM,12/05/2018 4:07:37 AM,7,Financial District/South Beach
Medical Incident,12/22/2018,12/22/2018 2:53:17 AM,12/22/2018 3:01:02 AM,7,Financial District/South Beach
Medical Incident,01/17/2019,01/17/2019 6:21:34 AM,01/17/2019 6:29:19 AM,7,Financial District/South Beach
Medical Incident,02/15/2019,02/15/2019 12:04:49 PM,02/15/2019 12:12:35 PM,7,Financial District/South Beach
Medical Incident,12/12/2018,12/12/2018 4:56:28 AM,12/12/2018 5:04:14 AM,7,Financial District/South Beach
Medical Incident,12/29/2018,12/29/2018 12:03:06 AM,12/29/2018 12:10:52 AM,7,Financial District/South Beach
Medical Incident,12/07/2018,12/07/2018 9:00:57 AM,12/07/2018 9:08:44 AM,7,Financial District/South Beach
Medical Incident,01/12/2019,01/12/2019 2:48:31 AM,01/12/2019 2:56:18 AM,7,Financial District/South Beach
Medical Incident,12/08/2018,12/08/2018 6:45:28 PM,12/08/2018 6:53:16 PM,7,Financial District/South Beach
Medical Incident,12/25/2018,12/25/2018 8:52:03 PM,12/25/2018 8:59:51 PM,7,Financial District/South Beach
Medical Incident,01/26/2019,01/26/2019 4:24:20 PM,01/26/2019 4:32:08 PM,7,Financial District/South Beach
Medical Incident,02/22/2019,02/22/2019 1:31:11 PM,02/22/2019 1:38:59 PM,7,Financial District/South Beach
Medical Incident,12/06/2018,12/06/2018 3:52:24 PM,12/06/2018 4:00:13 PM,7,Financial District/South Beach
Medical Incident,12/26/2018,12/26/2018 1:26:54 PM,12/26/2018 1:34:43 PM,7,Financial District/South Beach
Medical Incident,01/12/2019,01/12/2019 10:38:27 AM,01/12/2019 10:46:16 AM,7,Financial District/South Beach
Medical Incident,02/11/2019,02/11/2019 2:06:45 PM,02/11/2019 2:14:34 PM,7,Financial District/South Beach
Medical Incident,02/22/2019,02/22/2019 2:30:14 PM,02/22/2019 2:38:03 PM,7,Financial District/South Beach
Medical Incident,02/23/2019,02/23/2019 7:26:27 PM,02/23/2019 7:34:16 PM,7,Financial District/South Beach
Medical Incident,02/24/2019,02/24/2019 2:31:27 PM,02/24/2019 2:39:16 PM,7,Financial District/South Beach
Medical Incident,01/24/2019,01/24/2019 7:39:17 PM,01/24/2019 7:47:08 PM,7,Financial District/South Beach
Medical Incident,02/03/2019,02/03/2019 8:39:03 AM,02/03/2019 8:46:54 AM,7,Financial District/South Beach
Medical Incident,12/08/2018,12/08/2018 5:30:42 PM,12/08/2018 5:38:34 PM,7,Financial District/South Beach
Medical Incident,01/12/2019,01/12/2019 9:10:51 PM,01/12/2019 9:18:43 PM,7,Financial District/South Beach
Medical Incident,02/07/2019,02/07/2019 8:23:07 PM,02/07/2019 8:30:59 PM,7,Financial District/South Beach
Medical Incident,02/15/2019,02/15/2019 4:10:39 PM,02/15/2019 4:18:31 PM,7,Financial District/South Beach
Medical Incident,01/30/2019,01/30/2019 12:22:10 PM,01/30/2019 12:30:02 PM,7,Financial District/South Beach
Medical Incident,12/03/2018,12/03/2018 5:12:13 PM,12/03/2018 5:20:06 PM,7,Financial District/South Beach
Medical Incident,12/18/2018,12/18/2018 1:44:19 AM,12/18/2018 1:52:12 AM,7,Financial District/South Beach
Medical Incident,02/17/2019,02/17/2019 10:41:31 AM,02/17/2019 10:49:24 AM,7,Financial District/South Beach
Medical Incident,02/18/2019,02/18/2019 3:08:28 AM,02/18/2019 3:16:21 AM,7,Financial District/South Beach
Medical Incident,02/28/2019,02/28/2019 9:33:50 AM,02/28/2019 9:41:43 AM,7,Financial District/South Beach
Medical Incident,12/08/2018,12/08/2018 7:09:13 AM,12/08/2018 7:17:07 AM,7,Financial District/South Beach
Medical Incident,01/26/2019,01/26/2019 10:07:07 PM,01/26/2019 10:15:01 PM,7,Financial District/South Beach
Medical Incident,12/02/2018,12/02/2018 12:18:16 PM,12/02/2018 12:26:10 PM,7,Financial District/South Beach
Medical Incident,12/10/2018,12/10/2018 1:34:45 PM,12/10/2018 1:42:40 PM,7,Financial District/South Beach
Medical Incident,01/26/2019,01/26/2019 12:56:32 AM,01/26/2019 1:04:27 AM,7,Financial District/South Beach
Medical Incident,02/10/2019,02/10/2019 7:01:42 PM,02/10/2019 7:09:37 PM,7,Financial District/South Beach
Medical Incident,12/11/2018,12/11/2018 11:25:29 PM,12/11/2018 11:33:25 PM,7,Financial District/South Beach
Medical Incident,12/17/2018,12/17/2018 9:28:58 PM,12/17/2018 9:36:54 PM,7,Financial District/South Beach
Medical Incident,12/28/2018,12/28/2018 8:54:29 PM,12/28/2018 9:02:25 PM,7,Financial District/South Beach
Medical Incident,01/25/2019,01/25/2019 12:29:32 AM,01/25/2019 12:37:28 AM,7,Financial District/South Beach
Medical Incident,12/11/2018,12/11/2018 9:51:58 AM,12/11/2018 9:59:55 AM,7,Financial District/South Beach
Medical Incident,12/21/2018,12/21/2018 9:48:03 PM,12/21/2018 9:56:00 PM,7,Financial District/South Beach
Medical Incident,01/17/2019,01/17/2019 5:35:26 PM,01/17/2019 5:43:23 PM,7,Financial District/South Beach
Medical Incident,02/13/2019,02/13/2019 2:56:32 PM,02/13/2019 3:04:30 PM,7,Financial District/South Beach
Medical Incident,12/20/2018,12/20/2018 8:50:58 PM,12/20/2018 8:58:57 PM,7,Financial District/South Beach
Medical Incident,02/14/2019,02/14/2019 11:57:12 AM,02/14/2019 12:05:11 PM,7,Financial District/South Beach
Medical Incident,02/25/2019,02/25/2019 9:38:54 AM,02/25/2019 9:46:53 AM,7,Financial District/South Beach
Medical Incident,01/24/2019,01/24/2019 12:39:04 PM,01/24/2019 12:47:04 PM,8,Financial District/South Beach
Medical Incident,01/31/2019,01/31/2019 7:20:38 AM,01/31/2019 7:28:39 AM,8,Financial District/South Beach
Medical Incident,02/02/2019,02/02/2019 11:25:52 PM,02/02/2019 11:33:53 PM,8,Financial District/South Beach
Medical Incident,01/15/2019,01/15/2019 3:42:31 PM,01/15/2019 3:50:34 PM,8,Financial District/South Beach
Medical Incident,02/13/2019,02/13/2019 9:00:18 AM,02/13/2019 9:08:21 AM,8,Financial District/South Beach
Medical Incident,12/04/2018,12/04/2018 3:50:58 AM,12/04/2018 3:59:02 AM,8,Financial District/South Beach
Medical Incident,12/04/2018,12/04/2018 10:25:42 PM,12/04/2018 10:33:46 PM,8,Financial District/South Beach
Medical Incident,01/04/2019,01/04/2019 11:58:15 PM,01/05/2019 12:06:19 AM,8,Financial District/South Beach
Medical Incident,01/13/2019,01/13/2019 6:10:47 PM,01/13/2019 6:18:51 PM,8,Financial District/South Beach
Medical Incident,01/29/2019,01/29/2019 9:20:44 AM,01/29/2019 9:28:48 AM,8,Financial District/South Beach
Medical Incident,02/03/2019,02/03/2019 5:31:46 AM,02/03/2019 5:39:50 AM,8,Financial District/South Beach
Medical Incident,02/11/2019,02/11/2019 6:41:14 PM,02/11/2019 6:49:18 PM,8,Financial District/South Beach
Medical Incident,12/06/2018,12/06/2018 5:00:27 PM,12/06/2018 5:08:32 PM,8,Financial District/South Beach
Medical Incident,01/07/2019,01/07/2019 4:26:46 PM,01/07/2019 4:34:51 PM,8,Financial District/South Beach
Medical Incident,12/08/2018,12/08/2018 2:10:44 PM,12/08/2018 2:18:50 PM,8,Financial District/South Beach
Medical Incident,12/21/2018,12/21/2018 10:38:40 PM,12/21/2018 10:46:46 PM,8,Financial District/South Beach
Medical Incident,02/08/2019,02/08/2019 6:37:40 PM,02/08/2019 6:45:46 PM,8,Financial District/South Beach
Medical Incident,02/10/2019,02/10/2019 10:50:27 PM,02/10/2019 10:58:34 PM,8,Financial District/South Beach
Medical Incident,02/07/2019,02/07/2019 7:37:56 AM,02/07/2019 7:46:05 AM,8,Financial District/South Beach
Medical Incident,12/08/2018,12/08/2018 5:06:34 PM,12/08/2018 5:14:44 PM,8,Financial District/South Beach
Medical Incident,01/09/2019,01/09/2019 9:21:11 AM,01/09/2019 9:29:21 AM,8,Financial District/South Beach
Medical Incident,12/23/2018,12/23/2018 3:41:52 AM,12/23/2018 3:50:03 AM,8,Financial District/South Beach
Medical Incident,12/13/2018,12/13/2018 12:01:52 PM,12/13/2018 12:10:04 PM,8,Financial District/South Beach
Medical Incident,02/06/2019,02/06/2019 7:18:43 AM,02/06/2019 7:26:55 AM,8,Financial District/South Beach
Medical Incident,01/07/2019,01/07/2019 8:16:30 AM,01/07/2019 8:24:43 AM,8,Financial District/South Beach
Medical Incident,02/21/2019,02/21/2019 6:22:31 AM,02/21/2019 6:30:44 AM,8,Financial District/South Beach
Medical Incident,02/12/2019,02/12/2019 8:05:29 PM,02/12/2019 8:13:42 PM,8,Financial District/South Beach
Medical Incident,01/05/2019,01/05/2019 12:53:48 AM,01/05/2019 1:02:02 AM,8,Financial District/South Beach
Medical Incident,01/25/2019,01/25/2019 6:11:56 PM,01/25/2019 6:20:10 PM,8,Financial District/South Beach
Medical Incident,12/18/2018,12/18/2018 4:06:47 AM,12/18/2018 4:15:03 AM,8,Financial District/South Beach
Medical Incident,01/22/2019,01/22/2019 1:05:56 PM,01/22/2019 1:14:12 PM,8,Financial District/South Beach
Medical Incident,01/29/2019,01/29/2019 8:04:00 AM,01/29/2019 8:12:16 AM,8,Financial District/South Beach
